Year,Gender,Alcohol Abuse,Tobacco Prevalence,GDP per Capita,Doctors,Nurses and Midwifes,Air Pollution Death Rate Total,Universal Heath Care Coverage,Birth Rate,Government Expenditure Health,Vegetable Consumption,Fruit Consumption Apples,Diet Calories Fat,Diet Calories Carbohydrates,Basic Drinking Water Services,Clean Fuel and Technology,Total Population,Death Rate,Life Expectancy
2017,Both,7.97,16.13,29552.54,0.74,9.57,37.24,52.32,20.41,3.26,143.01,27.6,39.94,47.68,65.0,67.92,39640964.0,4.35,88.0
2023,Female,17.11,7.13,27769.31,6.88,11.36,98.23,52.48,36.84,5.92,219.29,95.16,39.65,55.39,99.48,70.53,54086914.0,6.79,88.0
2020,Female,10.08,34.51,11910.28,1.7,11.06,7.21,65.86,11.92,11.02,143.31,145.93,37.99,45.39,95.16,62.05,33004721.0,3.16,88.0
2011,Female,5.76,11.84,45085.33,0.46,2.2,25.04,22.22,39.71,10.77,51.12,127.96,33.19,40.95,82.01,62.17,26058485.0,5.65,88.0
2023,Female,3.69,22.03,45517.7,4.67,3.22,100.1,96.63,36.39,5.24,349.19,156.45,25.57,55.45,98.23,82.72,6671425.0,4.29,88.0
2023,Female,7.41,24.48,26050.31,0.85,2.86,68.32,43.19,39.87,8.79,122.02,63.81,41.04,47.15,85.91,50.27,30302885.0,9.85,88.0
2012,Both,15.05,12.38,64600.87,0.95,14.05,93.97,31.27,41.11,10.86,341.93,100.14,27.51,53.32,98.16,46.64,64275285.0,4.63,88.0
2021,Both,8.13,8.78,63532.98,6.44,13.79,101.39,20.44,16.5,9.67,245.91,128.3,30.62,46.53,62.27,89.8,75640319.0,2.13,88.0
2015,Female,14.36,18.92,8891.83,4.03,12.16,113.33,88.55,27.28,8.28,321.18,46.96,43.94,57.16,65.15,78.25,78014622.0,8.89,88.0
2018,Male,14.84,43.09,52371.85,2.08,2.63,12.29,89.06,39.45,3.53,340.16,150.53,31.04,62.39,94.83,63.38,16601417.0,6.2,88.0
2016,Female,3.77,29.61,30022.54,2.92,9.04,96.91,27.62,21.96,2.73,220.35,69.84,30.1,42.16,73.89,49.28,45757398.0,11.28,88.0
2020,Female,11.74,20.26,74978.84,5.89,3.62,86.51,32.18,10.24,8.15,349.91,34.93,44.47,59.66,71.7,39.56,46102278.0,7.14,88.0
2023,Female,17.35,6.56,17496.75,0.72,6.16,28.81,55.83,18.79,7.0,280.2,142.51,26.72,43.9,88.95,32.62,14166199.0,4.91,88.0
2021,Female,8.43,29.01,21614.9,1.11,4.74,112.15,34.86,16.95,4.38,207.14,132.8,28.21,48.24,83.36,89.67,46572093.0,8.15,88.0
2023,Female,2.82,8.69,33604.29,5.01,12.61,51.48,78.87,40.19,4.93,246.48,161.39,33.77,48.93,70.48,71.54,29084751.0,2.0,88.0
2023,Male,16.77,26.7,20738.66,4.93,3.02,107.08,24.64,25.16,5.92,108.28,162.73,40.75,45.16,72.9,33.21,75398274.0,11.63,88.0
2011,Male,16.14,35.08,52145.91,7.79,10.05,74.59,63.98,33.29,6.96,53.31,64.56,42.69,41.88,73.38,41.1,20490656.0,5.23,88.0
2013,Female,10.35,21.94,36483.38,3.12,14.77,65.58,50.62,43.6,5.9,127.04,122.62,40.11,59.21,60.68,49.57,66813400.0,5.13,88.0
2020,Male,10.84,16.98,17189.21,0.71,10.62,23.35,57.2,19.07,5.87,180.49,179.86,44.52,59.84,65.33,48.42,71758765.0,7.86,88.0
2018,Male,5.39,6.9,38372.96,4.39,2.11,110.15,53.98,36.16,3.16,118.42,59.01,25.34,64.92,79.19,68.39,58896193.0,5.26,88.0
2010,Both,15.11,5.99,66748.05,5.18,13.71,69.02,32.25,8.84,10.66,204.21,95.66,37.39,63.37,90.18,57.96,17252715.0,2.0,88.0
2011,Female,9.98,22.2,59595.76,1.29,10.0,5.7,37.62,11.85,8.09,247.38,165.63,27.33,50.87,73.86,91.76,20903489.0,3.1,88.0
2017,Male,2.54,40.33,37813.11,4.51,7.39,7.1,25.18,13.99,3.46,246.74,36.49,43.21,43.33,72.25,80.36,77692317.0,6.94,88.0
2018,Female,12.93,14.76,22206.15,1.74,10.24,94.43,29.22,19.56,6.24,318.13,168.52,43.71,40.27,84.27,93.75,6158742.0,9.12,88.0
2012,Both,17.21,27.96,14147.58,6.79,13.31,23.62,98.23,22.91,6.17,339.9,98.1,31.06,53.29,62.08,90.4,9455164.0,5.65,88.0
2012,Male,15.27,32.37,65976.01,6.71,7.68,73.85,42.38,25.65,8.01,317.21,162.89,41.55,61.51,72.13,94.5,78287722.0,4.56,88.0
2011,Both,6.44,7.43,53494.39,3.55,8.44,83.32,44.56,17.08,8.09,236.05,119.42,37.61,46.7,64.37,98.6,62173892.0,2.8,88.0
2017,Both,2.85,11.12,43254.52,7.74,7.33,37.13,30.17,10.45,8.45,111.73,127.43,27.01,44.97,84.32,51.82,59736070.0,2.33,88.0
2010,Female,17.05,18.25,66054.05,7.84,2.02,70.47,80.41,33.07,8.98,333.04,143.68,37.06,50.97,60.06,44.68,12900600.0,3.63,88.0
2018,Female,16.99,31.8,9829.42,1.21,12.02,32.63,93.93,8.88,3.03,102.46,30.74,44.52,62.34,75.15,41.56,39166213.0,10.12,88.0
2016,Male,10.52,22.56,51440.71,3.07,2.77,113.83,83.18,37.95,5.05,95.43,120.44,31.16,51.29,81.83,73.97,67276932.0,5.19,88.0
2016,Both,12.28,34.37,16880.05,4.88,6.52,103.92,69.01,42.38,2.17,145.27,167.83,25.02,58.07,92.52,77.67,26376769.0,10.6,88.0
2019,Female,9.4,39.7,9746.85,0.86,6.42,38.12,85.06,34.28,6.55,222.08,172.98,44.54,51.56,87.6,36.15,15501934.0,8.7,88.0
2017,Both,8.72,35.33,35348.15,3.18,4.92,65.81,52.34,30.05,6.29,254.44,174.93,33.28,49.32,97.43,87.48,974531.0,8.52,88.0
2020,Female,3.91,44.69,29544.56,2.24,6.64,62.57,88.76,32.31,9.34,53.99,123.33,33.62,51.02,85.59,84.81,49841145.0,8.46,88.0
2020,Male,3.55,35.17,70635.08,7.63,9.65,115.4,83.88,32.13,3.67,283.41,121.33,39.25,59.21,70.71,73.99,23575444.0,4.18,88.0
2022,Male,5.72,39.09,24839.28,3.41,5.36,50.31,20.14,42.47,8.31,102.51,108.39,37.09,58.86,65.43,60.49,69107427.0,8.9,88.0
2021,Female,15.39,38.29,61265.75,6.15,3.42,69.66,59.02,43.68,5.07,138.95,117.21,31.04,50.79,57.55,40.76,22753095.0,8.18,88.0
2017,Female,4.33,34.21,56362.96,3.22,13.17,111.8,41.17,23.79,5.82,146.63,117.94,27.0,46.69,67.49,65.39,12210907.0,7.4,88.0
2016,Male,5.63,37.07,50359.95,1.23,14.59,23.72,26.9,30.83,9.19,149.73,26.79,41.55,43.48,61.16,41.14,76839756.0,7.43,88.0
2013,Both,10.78,42.39,69093.72,6.93,7.42,68.31,87.7,37.7,2.72,278.11,34.22,34.67,40.03,71.62,72.35,77185683.0,6.99,88.0
2018,Both,5.44,24.01,31068.0,0.2,5.58,17.15,20.64,8.04,5.43,62.28,119.11,38.45,42.83,86.62,51.7,54833404.0,8.66,88.0
2011,Female,4.61,30.53,29713.6,0.64,1.66,76.01,78.41,27.5,5.91,108.96,70.27,42.21,44.12,86.14,47.31,74278018.0,9.6,88.0
2023,Female,11.01,25.6,12742.3,3.04,1.52,47.05,99.06,32.16,9.16,56.7,68.23,25.35,57.25,69.32,60.87,13030503.0,9.74,88.0
2021,Male,7.89,39.04,21261.55,5.56,6.5,116.28,58.56,34.54,3.99,283.49,50.95,42.19,60.45,77.88,70.65,36881235.0,11.56,88.0
2011,Both,12.02,22.25,66079.41,2.87,14.02,52.77,49.7,21.65,11.47,345.12,148.17,40.04,58.42,64.75,55.72,16412295.0,2.0,88.0
2021,Male,16.6,37.79,35999.15,0.72,11.23,20.66,68.47,18.94,11.98,247.86,174.29,43.94,58.08,77.63,97.45,38354782.0,4.65,88.0
2011,Both,4.42,36.97,26128.42,2.68,5.89,100.91,84.38,14.74,10.19,227.04,120.44,29.67,64.86,77.95,30.41,63315122.0,8.57,88.0
2020,Female,16.61,43.48,16835.51,2.11,14.55,99.4,39.22,28.64,5.0,322.42,171.27,31.45,64.06,68.56,93.9,67609735.0,12.4,88.0
2011,Female,16.44,14.96,36784.05,0.24,7.0,84.91,40.06,42.01,8.64,126.49,161.42,38.23,46.72,66.68,30.05,432735.0,9.31,88.0
2016,Male,15.27,33.38,53976.57,4.37,4.88,91.11,68.57,41.15,2.83,69.94,54.87,43.52,43.63,99.08,45.17,31221321.0,6.3,88.0
2019,Male,12.1,35.28,22072.55,1.11,6.97,35.44,95.19,21.32,10.71,202.99,44.56,44.85,43.83,79.17,99.74,79526088.0,5.9,88.0
2020,Both,11.92,42.45,57022.57,2.44,3.96,78.84,43.88,17.54,7.16,128.1,53.85,33.33,62.39,80.29,80.97,47186265.0,8.85,88.0
2015,Female,12.23,41.28,47530.25,5.2,13.4,9.37,50.14,37.19,3.76,185.32,35.39,35.78,42.56,55.35,75.11,23766055.0,5.96,88.0
2022,Female,13.05,27.94,59237.14,5.86,6.06,27.64,99.47,34.82,5.27,186.89,113.26,28.41,48.5,63.18,80.83,31180641.0,2.23,88.0
2020,Both,2.26,28.17,19417.49,2.25,10.21,112.21,34.1,26.7,10.01,145.65,65.22,38.88,53.26,71.05,58.58,25872843.0,10.25,88.0
2012,Both,17.33,11.69,47622.29,2.77,6.45,90.01,26.16,22.39,10.7,195.9,166.07,41.75,55.34,98.47,84.89,35863115.0,4.0,88.0
2019,Both,11.37,44.0,12207.16,2.13,13.62,31.53,67.18,12.58,7.2,164.05,118.15,40.97,54.89,62.89,40.84,35614482.0,8.39,88.0
2020,Male,14.5,15.2,27793.74,7.66,9.99,17.81,21.94,37.05,6.8,83.92,77.54,31.92,59.66,68.65,85.57,40598378.0,3.62,88.0
2014,Female,8.04,33.99,54547.52,1.69,7.84,114.13,34.43,30.85,9.51,310.02,177.54,44.27,54.29,99.56,95.77,37214030.0,8.39,88.0
2020,Both,2.2,36.83,47669.79,1.63,2.85,17.9,69.78,21.94,10.26,260.38,172.51,27.41,61.28,76.65,90.04,41337483.0,4.76,88.0
2022,Female,10.16,22.65,14739.27,3.67,13.63,34.56,72.76,42.0,9.65,62.39,144.58,34.88,42.12,69.33,81.78,2336317.0,3.78,88.0
2021,Male,10.12,13.45,64489.03,1.68,8.66,26.0,60.83,32.41,5.84,84.74,146.67,36.09,61.47,83.55,75.6,4448709.0,2.0,88.0
2020,Both,8.99,12.56,4758.64,1.42,4.99,5.86,50.7,42.38,8.42,78.95,176.36,35.73,54.75,77.33,66.48,29754403.0,8.05,88.0
2018,Female,7.44,39.26,44965.0,0.95,13.29,41.13,66.1,25.55,10.57,68.52,116.07,40.16,45.57,98.09,57.67,70806831.0,5.77,88.0
2013,Female,6.0,25.43,73799.48,5.19,1.76,117.03,71.47,24.82,3.52,67.72,160.8,37.19,64.44,58.74,90.6,63287501.0,5.57,88.0
2021,Both,10.44,8.61,40237.65,4.97,5.4,44.32,84.28,42.68,5.88,97.13,30.37,26.54,63.49,90.57,75.32,8901276.0,2.0,88.0
2015,Female,8.0,33.68,60209.85,5.27,8.52,63.0,83.42,43.51,2.57,304.36,108.65,28.6,61.14,67.56,60.44,39636994.0,4.1,88.0
2017,Female,17.52,15.01,44962.43,6.23,5.76,90.78,73.18,43.55,6.09,298.47,100.4,35.64,62.79,91.3,84.94,48406523.0,4.7,88.0
2014,Female,4.77,40.06,58905.15,2.75,7.67,68.37,91.54,38.3,9.72,284.94,26.04,38.89,49.55,93.15,33.79,38547021.0,5.34,88.0
2014,Female,7.11,17.38,49445.08,7.36,4.7,90.51,87.04,25.11,3.97,234.41,33.91,35.28,45.7,93.22,86.92,55835574.0,4.14,88.0
2012,Male,6.7,13.01,52082.0,5.92,2.82,81.09,30.66,15.78,7.42,267.05,23.49,32.11,44.57,94.0,86.75,79781326.0,4.55,88.0
2023,Both,10.69,8.39,17703.59,6.48,1.52,74.98,96.53,22.19,2.37,271.54,67.04,26.02,61.84,87.32,46.0,7808283.0,5.81,88.0
2012,Both,9.99,25.46,55843.11,5.82,3.21,79.71,91.34,42.72,10.98,316.79,28.56,40.72,60.67,61.41,32.64,41291169.0,3.77,88.0
2011,Male,12.3,23.03,18452.91,3.0,14.34,96.9,45.67,21.45,10.2,269.7,87.71,34.94,64.52,57.34,79.96,41038480.0,10.75,88.0
2023,Male,17.2,35.05,73563.51,2.41,9.06,86.67,21.61,36.0,7.24,270.94,150.04,35.78,61.21,70.33,43.99,45034066.0,7.05,88.0
2017,Both,6.56,23.58,17701.81,3.5,7.85,96.05,68.32,42.15,9.06,291.22,118.21,34.38,55.81,77.28,99.72,13440700.0,6.04,88.0
2016,Male,13.08,18.75,18361.95,0.96,6.38,21.74,55.07,43.9,3.04,216.91,127.81,30.31,43.56,68.62,30.64,51104788.0,6.45,88.0
2020,Female,2.4,15.47,64513.55,3.72,10.92,82.93,79.97,43.06,10.45,113.91,25.04,30.53,44.12,88.4,46.09,3642840.0,2.0,88.0
2015,Female,6.2,16.13,18829.55,0.54,2.98,89.76,61.97,28.54,9.15,75.36,154.32,26.27,51.84,87.51,32.94,59315767.0,10.18,88.0
2011,Female,9.42,42.11,27578.99,0.23,4.87,39.5,26.12,26.2,3.2,175.71,43.39,39.15,59.19,98.74,84.79,53086446.0,10.08,88.0
2020,Male,2.5,11.6,53826.3,7.47,10.18,105.58,39.57,44.54,11.81,77.51,68.42,30.44,44.33,73.03,70.51,26500851.0,4.06,88.0
2012,Female,11.88,44.53,12579.14,5.58,7.71,40.04,90.6,16.07,2.23,100.79,102.69,30.97,62.89,90.36,89.39,79120250.0,8.59,88.0
2017,Female,12.85,18.08,12603.12,4.58,11.78,33.04,23.02,14.94,8.29,57.15,168.8,44.87,57.09,88.35,97.38,66319393.0,7.02,88.0
2023,Female,13.95,8.54,36887.8,2.86,13.56,104.72,78.93,43.64,3.72,140.06,179.7,32.72,47.81,99.49,72.71,43208897.0,4.29,88.0
2023,Male,10.27,14.95,18882.3,4.65,12.53,33.41,43.36,33.5,9.19,341.0,145.23,35.21,62.14,89.81,46.22,79241782.0,3.52,88.0
2015,Female,11.66,7.34,18285.82,7.15,3.58,52.78,56.21,27.84,2.7,163.68,136.69,32.73,54.97,67.76,36.49,66424242.0,6.51,88.0
2020,Female,8.34,36.6,1485.53,5.29,2.28,47.31,62.48,12.89,2.81,122.27,104.43,30.8,58.33,55.69,90.64,11124385.0,11.47,88.0
2018,Male,2.66,25.5,28287.36,4.9,3.37,108.28,40.01,26.99,6.66,171.03,126.5,25.12,49.64,98.57,47.16,47325742.0,8.77,88.0
2016,Male,3.6,18.48,24414.19,3.79,11.97,57.35,72.16,42.94,11.94,140.4,43.11,42.1,49.84,87.22,92.55,46510525.0,3.48,88.0
2011,Male,12.48,31.48,3111.76,2.9,13.79,84.85,75.48,30.31,4.77,252.16,63.07,34.46,40.32,91.57,91.48,52270319.0,10.28,88.0
2015,Male,17.93,30.23,46895.5,5.65,13.96,96.31,26.8,22.97,8.13,240.34,177.54,39.4,53.45,90.7,73.95,75266452.0,5.05,88.0
2019,Male,2.25,42.59,47297.81,7.85,5.18,77.21,49.91,28.39,7.19,58.2,176.74,44.17,59.02,88.11,72.28,39413350.0,5.89,88.0
2023,Both,10.92,43.45,6053.4,3.51,12.76,113.52,79.55,40.79,10.42,203.4,71.68,25.06,64.22,88.82,96.56,6282779.0,9.83,88.0
2010,Female,14.02,32.23,24324.48,3.26,8.51,97.29,77.73,41.78,4.89,60.86,58.57,38.5,62.31,96.83,82.92,38398576.0,8.55,88.0
2020,Both,15.23,37.71,65562.17,3.54,12.52,51.02,63.57,22.8,7.55,253.21,56.72,27.37,42.17,96.14,77.83,63044772.0,4.35,88.0
2021,Both,10.72,36.7,43996.8,3.52,8.68,114.34,82.21,30.5,11.51,330.74,97.58,34.16,64.51,72.07,60.5,28752841.0,7.08,88.0
2023,Male,11.92,24.65,31368.52,7.93,3.04,65.33,28.61,18.33,5.33,322.25,55.8,41.94,43.74,56.39,63.88,2265682.0,5.43,88.0
2015,Female,13.15,33.18,35310.56,5.71,2.11,7.6,29.46,24.69,6.39,111.71,123.76,26.43,41.03,56.74,57.22,24329133.0,6.81,88.0
2011,Both,15.74,8.13,16254.38,3.0,14.4,34.9,72.6,16.14,10.89,272.79,31.97,44.79,58.72,75.1,96.24,54603781.0,2.0,88.0
2013,Female,3.96,35.32,61041.61,3.1,6.96,76.5,75.47,27.66,5.32,287.92,36.59,36.62,62.65,92.57,74.67,6972153.0,5.86,88.0
2021,Female,16.82,43.47,68619.15,3.56,5.91,23.03,85.16,29.39,5.81,309.31,64.31,32.9,63.74,93.14,84.63,30139588.0,4.92,88.0
2022,Female,2.42,8.4,68371.27,0.49,5.99,72.17,34.48,20.5,5.04,127.88,144.39,25.39,60.62,73.2,32.6,10737154.0,2.0,88.0
2018,Male,15.38,38.44,17415.93,4.32,6.31,46.58,61.34,18.07,10.1,185.25,71.73,36.74,45.12,68.57,89.67,38126694.0,7.46,88.0
2011,Female,3.23,42.32,23856.93,6.53,14.23,66.45,72.87,13.59,11.3,116.45,95.33,34.9,43.85,77.8,59.23,11406928.0,6.29,88.0
2011,Both,5.11,14.05,12718.21,5.35,1.88,5.22,37.9,13.16,8.31,57.29,125.06,29.31,41.47,92.46,81.6,8812054.0,2.69,88.0
2016,Both,2.06,25.99,23594.32,1.75,2.67,102.57,61.35,34.32,8.24,247.7,146.17,34.81,54.55,83.64,32.8,55854123.0,10.86,88.0
2018,Male,9.12,42.11,25494.16,5.88,12.06,46.62,71.08,16.2,5.9,179.44,69.14,25.26,52.18,61.29,92.57,12724327.0,8.16,88.0
2010,Both,7.35,43.41,47776.45,5.81,8.69,21.12,37.16,12.37,2.12,124.44,136.96,44.99,42.73,71.3,76.19,12468184.0,6.19,88.0
2019,Male,4.66,10.12,14871.76,2.25,2.8,55.36,50.05,44.96,3.74,304.13,65.77,31.64,51.62,79.99,62.03,47442282.0,6.81,88.0
2017,Both,9.22,18.96,69019.25,5.06,1.48,60.91,37.31,17.62,3.47,198.7,123.11,34.6,54.18,79.22,51.25,3583146.0,2.0,88.0
2010,Male,8.44,32.93,8449.98,4.97,4.14,78.3,92.24,41.15,3.16,348.4,92.14,40.7,58.07,92.38,51.77,2736111.0,10.82,88.0
2011,Both,14.28,13.86,1310.35,6.75,4.65,65.32,38.94,30.54,8.54,288.01,168.26,39.26,50.35,96.95,51.24,34572557.0,10.24,88.0
2016,Both,16.29,17.99,64236.93,1.26,1.2,10.01,29.67,34.46,3.36,310.76,177.13,42.77,47.96,59.52,39.17,29271129.0,7.87,88.0
2020,Male,12.44,5.93,53019.72,1.72,4.03,105.22,22.81,28.75,2.86,282.0,143.86,43.83,56.64,65.1,62.47,43615090.0,7.73,88.0
2021,Male,3.99,11.14,27167.7,3.99,11.34,57.5,23.6,14.69,5.83,81.78,166.47,28.78,57.11,72.65,61.74,79479421.0,4.2,88.0
2016,Both,6.73,27.49,44986.08,0.54,12.98,13.85,35.33,39.34,4.49,69.51,41.84,32.81,46.76,68.34,58.84,34833049.0,6.47,88.0
2014,Male,16.61,31.12,17386.97,3.44,13.58,93.88,68.66,38.63,3.46,324.52,124.71,38.74,40.5,73.37,79.22,46127064.0,9.74,88.0
2023,Female,3.42,30.96,13294.51,6.35,6.46,80.92,21.41,20.94,3.46,91.46,51.74,25.9,63.64,56.83,59.39,73547566.0,11.3,88.0
2016,Both,8.51,36.13,35759.27,1.36,5.47,79.69,42.94,36.26,4.56,167.37,64.31,39.34,58.88,57.97,36.23,38706010.0,11.55,87.47
2014,Female,17.08,21.61,27006.54,3.79,15.0,54.1,24.65,28.09,7.37,232.97,103.65,25.1,45.03,92.73,89.64,62511530.0,6.16,88.0
2016,Female,17.21,15.94,46450.07,7.92,11.77,52.21,52.29,41.63,9.58,113.57,138.72,43.28,54.14,59.62,59.76,43937338.0,3.8,88.0
2010,Female,8.58,5.62,16986.67,4.15,8.52,66.68,23.89,37.7,10.53,117.59,135.44,39.36,54.87,92.08,75.87,51012859.0,6.53,88.0
2014,Male,12.68,13.27,49989.24,4.09,4.57,10.82,68.6,9.52,9.51,189.87,159.11,36.31,43.15,68.79,95.09,74606945.0,2.0,88.0
2017,Both,9.31,17.5,57701.12,4.56,5.5,39.38,75.07,40.53,8.28,158.27,109.48,33.58,44.79,68.92,83.72,156231.0,2.0,88.0
2022,Male,14.06,12.13,13164.4,1.65,8.22,118.61,78.51,43.84,11.08,252.97,168.21,44.76,63.92,59.53,67.72,72085097.0,5.81,88.0
2020,Male,2.51,5.81,4054.28,1.35,8.59,81.15,37.95,35.46,7.2,72.52,162.06,39.73,52.7,55.6,68.15,39865592.0,8.08,88.0
2020,Male,4.31,11.3,33417.38,5.48,1.19,53.18,89.48,12.44,8.33,196.63,155.85,41.15,44.79,70.99,89.47,48580473.0,2.0,88.0
2017,Both,11.83,31.64,58232.59,3.29,14.43,30.57,75.22,37.87,6.12,102.28,56.72,41.51,59.94,92.59,87.65,36059632.0,2.82,88.0
2011,Male,5.72,30.18,49087.86,2.46,9.06,90.7,24.53,31.96,5.27,232.02,105.03,25.44,51.76,96.4,42.51,20947398.0,7.8,88.0
2015,Both,12.66,42.43,52879.62,0.44,9.25,34.93,55.26,20.54,5.32,84.86,137.8,26.09,55.96,57.77,73.86,5373974.0,7.46,88.0
2023,Both,7.62,36.93,30690.68,6.8,3.96,23.67,81.42,40.71,3.48,109.29,176.18,28.97,47.44,56.39,90.6,75615544.0,6.97,88.0
2010,Both,16.19,27.71,18232.96,0.45,11.71,22.77,44.87,28.93,9.97,291.17,21.86,38.1,41.45,62.15,86.23,49947709.0,7.86,88.0
2022,Both,15.11,10.5,40257.99,6.05,11.32,88.87,50.52,39.56,2.55,120.55,72.34,37.48,44.12,89.48,38.73,69890312.0,5.48,88.0
2019,Both,9.89,27.56,15963.93,3.18,2.33,78.92,70.37,32.79,8.75,271.12,74.78,31.5,64.33,64.22,60.5,23335582.0,11.6,88.0
2013,Both,14.37,7.46,54686.17,4.87,9.33,13.03,24.44,18.68,10.64,131.92,66.17,44.46,55.59,65.39,66.28,22312116.0,2.0,88.0
2020,Male,6.34,22.24,15414.91,2.13,10.21,18.23,97.35,44.08,6.97,120.51,150.79,26.86,60.78,95.0,48.05,26929177.0,4.07,88.0
2021,Both,9.91,20.61,22411.73,1.41,12.7,77.89,33.96,29.13,2.7,139.75,27.21,40.53,40.54,94.37,77.56,18559954.0,8.23,88.0
2010,Female,5.16,22.11,38385.62,4.36,3.89,70.68,22.13,27.12,6.28,314.28,77.51,34.62,59.14,85.16,63.34,39887860.0,8.12,88.0
2011,Female,15.77,16.19,36913.88,5.63,13.29,83.89,20.43,22.93,5.43,169.15,133.87,33.38,52.12,62.38,50.83,74905700.0,7.22,88.0
2019,Both,15.17,32.43,45383.02,1.72,7.46,25.47,51.96,13.04,11.86,123.13,85.08,25.51,56.63,72.15,53.58,70097407.0,4.26,88.0
2023,Both,16.43,38.64,33258.39,3.6,2.35,88.56,90.74,33.39,8.91,210.99,43.05,39.56,48.96,65.63,89.97,39658526.0,10.18,88.0
2010,Both,16.04,35.74,69024.92,3.67,2.48,112.65,85.58,23.94,9.21,165.69,117.74,40.43,55.52,85.23,90.63,27966121.0,7.87,88.0
2019,Female,17.35,30.11,63123.11,1.88,3.77,74.12,92.96,42.58,7.16,287.06,103.62,31.38,40.89,90.1,86.87,48973855.0,6.74,88.0
2011,Female,5.65,26.53,66030.22,4.61,4.96,27.55,62.7,43.71,9.09,347.13,177.09,35.34,41.14,61.4,93.97,49019425.0,3.56,88.0
2019,Female,16.91,6.24,47510.13,1.34,7.95,83.15,55.9,36.4,9.23,207.97,139.76,37.13,59.97,95.41,96.66,54732751.0,6.58,88.0
2018,Female,11.14,33.92,47917.59,4.18,11.48,44.45,50.87,16.97,2.66,185.52,177.79,32.35,43.11,75.83,64.43,42894442.0,8.26,88.0
2011,Female,8.76,26.8,46002.54,1.08,3.61,10.67,23.71,34.49,4.23,152.91,49.82,37.31,40.35,90.78,36.77,2237745.0,7.24,88.0
2019,Male,10.97,15.83,33068.4,3.99,14.9,39.77,92.76,8.76,2.13,342.0,141.86,33.68,62.81,57.32,86.0,6176117.0,3.25,88.0
2022,Male,7.48,18.11,24700.27,2.63,3.26,109.14,59.69,38.58,7.1,194.98,108.26,42.56,46.64,71.23,74.34,77904621.0,6.89,88.0
2022,Both,6.62,42.42,44726.61,3.73,9.39,52.28,56.41,26.26,10.76,103.4,134.0,39.37,54.56,55.67,56.64,59724200.0,6.64,88.0
2010,Female,5.86,29.97,2694.46,3.58,14.01,104.44,61.21,42.66,8.1,340.76,94.81,27.21,60.97,87.33,98.29,75864927.0,9.78,88.0
2013,Both,3.32,24.04,1353.27,7.28,12.66,63.5,83.53,21.98,7.0,338.26,53.98,40.99,58.65,58.58,53.71,27228096.0,6.47,88.0
2013,Female,9.95,29.84,63991.82,4.02,10.07,64.45,37.96,17.74,11.26,180.72,27.32,31.75,41.17,70.22,93.53,42842459.0,2.0,88.0
2016,Male,16.2,21.55,4244.66,6.58,11.02,5.6,76.79,44.82,3.72,154.46,154.13,43.71,54.02,90.18,71.48,25823958.0,4.69,88.0
2012,Male,12.08,23.81,39739.8,1.96,2.88,78.27,76.86,27.64,2.75,254.13,150.37,37.07,53.54,88.7,32.56,72723910.0,9.35,88.0
2021,Male,10.34,16.61,46432.09,2.95,1.14,17.4,87.96,39.94,11.17,298.68,46.01,25.55,48.75,83.81,90.22,23089897.0,2.0,88.0
2020,Both,8.86,22.59,15504.31,0.79,7.08,60.06,20.69,41.71,11.03,199.56,123.23,39.69,58.84,86.23,83.35,55535523.0,8.76,88.0
2021,Male,9.43,32.42,67263.23,3.48,2.25,34.94,33.63,27.18,8.83,149.24,138.04,27.61,64.1,84.31,74.97,14086940.0,4.98,88.0
2012,Female,5.35,6.6,14905.11,5.42,6.01,50.12,57.68,24.86,4.46,140.42,109.22,42.55,43.68,83.86,73.02,8509591.0,6.3,88.0
2010,Both,15.17,36.8,66431.01,6.74,4.13,66.76,88.04,28.46,11.7,147.98,70.76,43.97,43.63,70.73,45.32,12535202.0,5.93,88.0
2022,Both,5.17,16.32,57413.88,4.61,13.83,6.66,97.21,39.37,9.65,85.41,160.95,38.91,58.37,56.27,45.01,42403476.0,2.0,88.0
2014,Male,13.47,32.3,18663.13,5.19,13.32,37.73,67.59,43.69,8.74,283.59,122.79,35.66,51.36,74.88,32.04,67578829.0,6.73,88.0
2019,Male,14.16,30.71,11985.22,1.58,12.47,118.81,36.97,20.15,4.23,81.49,135.23,37.04,59.88,57.05,40.79,79942450.0,13.86,87.07
2022,Male,11.2,31.11,24264.47,0.49,11.0,11.6,34.77,35.33,7.13,169.49,124.34,33.58,43.53,76.1,53.55,49852375.0,8.4,88.0
2010,Male,15.81,29.33,30327.93,6.38,3.16,41.73,71.16,18.56,10.23,300.48,135.41,26.67,41.0,75.88,67.85,42734922.0,6.32,88.0
2010,Male,6.66,43.36,19037.22,1.5,1.68,41.96,36.81,30.61,10.6,171.23,43.21,43.58,57.45,63.04,39.16,62971919.0,12.85,87.88
2010,Female,16.11,25.33,74917.75,0.91,10.15,48.63,64.25,37.78,7.61,138.43,167.62,31.58,64.87,90.29,69.03,5193162.0,2.0,88.0
2012,Both,13.67,34.29,17840.2,7.51,9.99,83.75,86.78,40.8,7.23,334.48,65.73,31.26,42.37,86.69,48.43,64770839.0,8.1,88.0
2010,Female,14.78,33.22,62433.1,7.72,6.17,33.49,51.19,24.6,8.98,87.96,153.85,28.83,61.61,80.18,47.78,60694525.0,3.78,88.0
